filename,text,labels
,"Smithfield Profit Lifted by Hog Prices Smithfield Foods Inc. (SFD.N: Quote, Profile, Research) , the largest US pork producer, on Tuesday posted a 61 percent rise in quarterly earnings due to strong hog prices and the purchase of Farmland Foods last year.",
,Cropp Wants Changes D.C. Council Chair Linda Cropp has filed an eleventh-hour proposal that would significantly alter a plan to build a baseball stadium.,
,"Sony, IBM detail chip plans A LONG-awaited microprocessor developed by IBM, Sony and Toshiba will go into early production next year and start appearing in video game consoles, high-definition TVs and home servers in 2006.",
,"Spain Plays Down Canary I. Locust Threat (AP) AP - An estimated 100 million locusts swarmed one of the Canary Islands Tuesday, but the crop-ravaging insects  #151; many with only a week to live  #151; posed little threat, arriving with missing wings and broken legs after their 60-mile flight from the African mainland.",
,"Canada Quarantines One Farm in Mad Cow Search  OTTAWA (Reuters) - Canadian veterinary officials have  quarantined one Alberta farm in their search for cattle  connected to the country's second case of mad cow disease, the  Canadian Food Inspection Agency said Monday.",
,"Sybase offers breakthrough Linux-based ASE value Sybase has announced that its Adaptive Server Enterprise (ASE) for Linux, the enterprise-class, relational database management system (RDBMS), will run on IBM #39;s eServer OpenPower systems, IBM #39;s POWER5 microprocessor- based servers tuned specifically for",
,"The Dollar Slips Against the Yen  TOKYO (Reuters) - The dollar slipped against the yen on  Wednesday on a round of selling by Japanese exporters, but it  found support from intervention worries and caution ahead of  U.S. non-farm payrolls data due later in the week.",
,"Soy Fungus Spreads to Tennessee  WASHINGTON (Reuters) - Soybean rust was confirmed in a  Tennessee, the ninth state infected by the highly contagious  disease that has rapidly swept across the U.S. South and is  taking aim at big Midwest farming states, officials said on  Wednesday.",
,South Asia Stares at Looming Water Crisis (Reuters) Reuters - It's been 10 years since farmer\Bhairu Singh saw water in the well on his rocky patch of land\in western India.,
,"ATI Announces New X850 and X800 Cards December 01, 2004 - ATI Technologies today officially unveiled its new lineup in its RADEON X800 family of add-in graphics boards, including both a new flagship board as well as new, more wallet-friendly incarnations of its current crop.",
,Business Community Applauds Baseball Plan Business leaders are applauding the DC Council #39;s revised plan to build a stadium for the soon-to-be Washington Nationals. They say Council Chairman Linda Cropp #39;s amendments Tuesday will help,
,"Shrimp trade with US hindered The United States yesterday announced anti-dumping duties on imports of Chinese shrimp as high as 113 per cent, a move that will hurt both US consumers and Chinese shrimp farmers, China Daily reported Thursday.",
,"Ford and G.M. Sales Slide Despite Generous Rebates Despite a crop of new car models and a still-generous supply of rebates, sales fell for the Ford Motor Company and General Motors in November.",
,"Paraguay Clashes Leave 1 Dead, 20 Hurt Clashes between landless farmworkers and Paraguayan security forces left a police officer dead and 20 other people injured in a resurgence of violence that has rattled Paraguay's government.",
,"Ford and GM struggle as sales slip DETROIT Despite a crop of new car models and a generous supply of rebates, sales fell for Ford Motor and General Motors in November.",
,"IBM discloses details of chip (SiliconValley.com) SiliconValley.com - When IBM gave a sneak peek at its new Cell microprocessor this week, it was short on specifics about what it calls a supercomputer on a chip. But details are leaking out thanks to a recent patent awarded to IBM and Big Blue's own disclosures for an upcoming conference.",
,Farming 'must embrace the new' UK farming must embrace new ideas and scientific developments to survive the next few decades.,
,"Intel Raises Quarterly Revenue Target (Reuters) Reuters - Intel Corp. , the largest\maker of microchips, on Thursday raised its quarterly revenue\target, citing strong worldwide demand for its microprocessors,\and its shares jumped nearly 6 percent in after-hours trading.",
,"Intel Raises 4th-Quarter Sales Forecast (AP) AP - Semiconductor giant Intel Corp. dramatically raised the range of its fourth-quarter sales forecast Thursday as it benefited from strong holiday demand for microprocessors, the brains of personal computers.",
,"Intel Raises Quarterly Revenue Target  SAN FRANCISCO (Reuters) - Intel Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTC.O target=/stocks/quickinfo/fullquote""&gt;INTC.O&lt;/A&gt;, the largest  maker of microchips, on Thursday raised its quarterly revenue  outlook, citing strong worldwide demand for its  microprocessors, and its shares jumped more than 7 percent in  after-hours trading.",
,Intel lifts forecast SEMICONDUCTOR giant Intel has dramatically raised the range of its fourth-quarter sales forecast as it benefited from strong holiday demand for microprocessors.,
,"Mass. man is Mexican town's Pied Piper  ATASCADEROS, Mexico -- This remote farming town in northwestern Mexico has tried just about everything to rid itself of rats: cats, poison, and even cash rewards for killing the thousands of rodents infesting businesses and destroying the corn harvest.",
,"Non-Farm Payrolls Grow by 112,000 The Labor Department said the unemployment rate in November declined to a three-month low of 5.4 percent from 5.5 percent. Wall Street economists were expecting non-farm payrolls to rise by 200,000 -- nearly",
,Is an Internet Phone Right for You? VoIP services are cropping up all over the place. We answer your questions about this new breed of phone services.,
,Comment was picked up by courtside microphone MINNEAPOLIS -- The NBA suspended Timberwolves swingman Latrell Sprewell on Tuesday for one game without pay after reviewing comments he made to a female heckler during Minnesota #39;s overtime victory over the Los Angeles Clippers on Saturday.,
,"Dell Touts Grid Computing Over Proprietary Systems Michael Dell has seen the future and it #39;s a 128-node  quot;MegaGrid quot; running the Linux operating system on Dell servers at Dell #39;s lab in Austin, Texas.",
,Farmers Being Moved Aside by China's Real Estate Boom A two-tiered property system favors city dwellers while handicapping the farmers once at the core of Chinese society.,
,"Milk shake-up as dairies merge A Scandinavian and a Dutch dairy announce plans to merge and create a co-operative of 21,000 farmers.",
,"Biotech Crops Said on Rise Around World (AP) AP - Biotech crops are flourishing in the United States, but they're also taking root across the globe, accounting for about  #36;44 billion in crops in five leading countries, according to a report Wednesday by an industry group.",
,Scientists Complete Chicken Genome There #39;s quite a bit of clucking going on at Michigan State University: they have just sequenced the genome of a chicken. That #39;s a first for birds and agricultural animals,
,"Tech Leaders Converge To Form Project MegaGrid Project MegaGrid has a mega-goal, but analysts said it is also an achievable one. Rob Enderle, principal analyst at the Enderle Group, said that whenever world-class players come together",
,"Map of chicken DNA key to genetic comparisons LONDON - Scientists have identified the one billion letters of the DNA code in chickens, a step they say could help them better understand our own biology and lead to better breeds for farmers.",
,"Prairie farmers reap poor quality grain after cold, wet harvest:StatsCan (Canadian Press) Canadian Press - CALGARY (CP) - Farmers reported record numbers for grain stocks across the Prairies this year, but a crippling August frost, followed by soggy harvest conditions, took their toll on quality.",
,"Dell #39;s CEO rejects the idea of buying IBM #39;s PC business. Michael Dell has seen the future and it #39;s a 128-node  quot;MegaGrid quot; running the Linux operating system on Dell servers at Oracle #39;s lab in Austin, Texas.",
,"Greek Farmer Finds 2,000-Year-Old Monument (AP) AP - A farmer tending a cotton field in central Greece has uncovered a stone monument marking the spot where the Roman army stopped a major westward offensive more than 2,000 years ago, a Greek archaeological official said Wednesday.",
,"Oracle, Dell, Intel, and EMC join to develop Megagrid SAN FRANCISCO, Calif.--Oracle, Dell, Intel, and EMC are joining forces on a project aimed at combining their core technologies and technical resources to develop an enterprise grid computing",
,"Campina, Arla agree to merge to form largest dairy cooperative LONDON, December 8 (newratings.com) - European dairy firms, Arla Foods AmbA (ARU.ISE) and Campina BV, have agreed to merge and form the worlds largest farmer owned dairy cooperative.",
,"Oh, Christmas Tree For the past five years, Margaret and Phillip Moore have been making the three-hour drive up from Atlanta to choose and cut their own Christmas tree from Ds Trees, a farm located on Cane Creek in Cullowhee.",
,Campina merger forms largest diary co-operative AMSTERDAM - Dutch diary company Campina announced on Wednesday it would merge with Danish-Swedish firm Arla Foods to create the world #39;s largest farmer-owned diary corporation with an annual turnover of EUR 10 billion.,
,"Scientists pluck the details from chicken-genetics map In a step forward for biology and agriculture, scientists yesterday unveiled the first, detailed analysis of the genetic blueprint of the chicken - revealing few surprises, but suggesting",
,"Oil, Dollar, Chips to Weigh on Wall St. A rise in crude oil prices for a second day, a stalled recovery in the dollar and a crop of warnings in the chip sector were set to push Wall Street lower at Thursday #39;s opening.",
,"Oil, Dollar, Chips to Weigh on Wall St. (Reuters) Reuters - A rise in crude oil prices for a second\day, a stalled recovery in the dollar and a crop of warnings in\the chip sector were set to push Wall Street lower at\Thursday's opening.",
,"Oil, Dollar, Chips to Weigh on Wall St.  LONDON (Reuters) - A rise in crude oil prices for a second  day, a stalled recovery in the dollar and a crop of warnings in  the chip sector were set to push Wall Street lower at  Thursday's opening.",
,"Stock Futures Point to Lower Market Open  NEW YORK (Reuters) - U.S. stock futures pointed to a lower  market open on Thursday, weighed down by rising oil prices and  a crop of warnings in the chip sector.",
,"Spartan hen serves up a scientific golden egg in fact, the first farm animal - to be genetically sequenced, researchers said Wednesday. That #39;s important for humans because understanding chicken DNA can",
,"Simulation, War's New Teacher Will Interactive is part of a prospering crop of Washington area firms trying to sell interactive training and simulation technologies to the military.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Ellen McCarthy&lt;/b&gt;&lt;/font&gt;",
,"This Genome Is Fowl Researchers have sequenced the genome of the chicken, and they hope it will increase understanding of embryonic development and help farmers breed disease-resistant birds. By Kristen Philipkoski.",
,"IT heavyweights line up on MegaGrid  quot;A-list quot; IT suppliers Oracle Corp, EMC Corp, Dell Corp, and Intel Corp have banded together to forge an alliance to develop the grid computing systems of tomorrow.",
,"Florida Orange, Grapefruit Crops Reduced Further Florida's hurricane-damaged orange and grapefruit crop will be even smaller than originally estimated, officials said Friday, raising the prospect of higher prices for orange juice at supermarkets and an even greater scarcity of grapefruit juice.",
,"Update 1: Hurricanes Hurt Florida Citrus Crops Because of hurricane damage, Florida #39;s grapefruit crop this season will be the smallest since the Depression, and its orange crop the worst in 13 years, agriculture officials said in a forecast issued Friday.",
,"Hurricane damage to Fla. citrus crop even worse than expected Floridas hurricane-damaged citrus crops will be even smaller than originally estimated, officials said Friday, raising the specter of higher prices for orange juice and an even greater scarcity of grapefruit juice.",
,Industrial Milk Prices Hiked to Help Struggling Farmers Industrial milk prices are on the raise but it #39;s not clear how that will affect the cost of dairy products at your grocery stores.,
,Dairy farmers request milk price hike MONCTON - A dairy farmer in northern New Brunswick says the price of milk and other dairy products should reflect reality. Dairy farmers across the country will find out in the next month or so whether they can charge more money for their milk.,
,Citrus Estimates Revised Lower Florida #39;s orange crop dropped to its lowest level in 13 years while the grapefruit crop sank to its lowest point in 69 years. The projected 2004-05 orange crop fell to 168 million,
,"Democratic Party Searches for Leader Again Democrats may be experiencing a sense of deja vu as they again search for a leader in a crowded field of candidates with no clear favorite to win. A year ago, the hopefuls were vying for president. Now, a new crop is running to lead the Democratic National Committee.",
,"Iron Ore Prices To Lift 19 For Australian Miners - Abare SYDNEY (Dow Jones)--Continued strong steelmaking demand from China is expected to drive an 18.6 lift in iron ore prices for Australian producers into 2005, the government #39;s Australian Bureau of Agricultural  amp; Resource Economics said Monday.",
,"Saddam #39;s Cause Remains Strong Without Him Even though a year has passed since former Iraqi President Saddam Hussein was arrested, terrorism continues to escalate. Saddam was assumed to be organizer of the resistance in Iraq and was arrested on December 13 of last year on his farm in Tigrit.",
,"Australian Livestock Exports May Hit A\$13 Billion Australia #39;s chief commodities forecaster, the Australian Bureau of Agriculture and Resource Economics, said Monday livestock exports will be nudged higher in the current economic year as overseas markets retain their appetite for Australian beef and lamb.",
,A mixed crop for battling farms FARMERS recovering from the drought of 2002-03 have received some good news and bad: the value of crop and livestock exports is forecast to rise but the price of wool is set to fall.,
,"Developing Giants Under Pressure on Climate Change (Reuters) Reuters - While developing\nations China, Brazil and India grow at break-neck pace with\their burgeoning industry and farming, industrialized countries\want them to clean up the dirty practices that have made them\some of the world's biggest polluters.",
,"Americans to Attend Trade Talks in Cuba (AP) AP - Two years ago in December, fewer than 30 U.S. business representatives came to Havana to sign agreements with Cuban officials to export food to the Caribbean island. This week, Cuba expects more than 340 people  #151; primarily producers of American farm goods  #151; to attend the latest round of talks, in which communist officials hope to sign deals worth about  #36;100 million.",
,"For Brazil's Economy, the Doctor Is In Antonio Palocci, a doctor from Brazil's farm belt, has found himself presiding as the country's finance minister during the most robust economic expansion in a decade.",
,"AMD and IBM work together to improve chip performance Advanced Micro Devices (AMD) and International Business Machines (IBM) have developed a new technology that they claim will deliver higher performance margins, from their latest microprocessors, with dual stress liner technology.",
,"AMD, IBM develop silicon transistor technology to improve &lt;b&gt;...&lt;/b&gt; Microprocessor maker AMD and IBM have developed a strained silicon transistor technology aimed at improving processor performance and power efficiency.",
,"Big Swing and a Miss for DC Baseball Efforts As 11 o #39;clock approached last night, I called Commissioner Bud Selig at home to find out whether he knew that DC Council chairwoman Linda Cropp had just blown to smithereens the deal that",
,"Mexican Lawmakers Approve Controversial GM Law (Reuters) Reuters - Mexican lawmakers approved a new\law on Tuesday to regulate genetically modified crops, but\opponents said it catered more to the interests of big business\than to the protection of centuries-old biodiversity.",
,"Mexican Lawmakers Approve Controversial GM Law  MEXICO CITY (Reuters) - Mexican lawmakers approved a new  law on Tuesday to regulate genetically modified crops, but  opponents said it catered more to the interests of big business  than to the protection of centuries-old biodiversity.",
,"Water Contract Renewals Stir Debate Between Environmentalists and Farmers in California The farms served by the Central Valley Project, the country's largest irrigation system, get about 20 percent of California's water supply.",
,"Intel Acquires Chip Designers From HP Intel Corp. has reached an agreement to hire hundreds of Hewlett-Packard Co. engineers who helped design the Itanium microprocessor, a massive joint project between the two technology companies since the early 1990s.",
,HP quits chipmaking alliance with Intel Hewlett-Packard yesterday announced it was quitting the microprocessor making business by severing its 10-year partnership with Intel to develop Itanium chips for server computers.,
,"Oversight on Bioengineered Crops Is Poor, Report Says  Federal oversight of crops genetically engineered to produce medications  in their seeds and leaves is inadequate to prevent unwanted contamination of food crops, according to an analysis released yesterday by a scientific advocacy group. As a result, the report concludes, consumers are at risk of inadvertently dosing themselves with prescription drugs while eating a morning bowl of cereal.",
,"Intel Acquires Chip Designers From HP (AP) AP - Intel Corp. has reached an agreement to hire hundreds of Hewlett-Packard Co. engineers who helped design the Itanium microprocessor, a massive joint project between the two technology companies since the early 1990s.",
,"Let the new owner pay Congratulations to Linda Cropp and her fellow DC council members who voted with her Tuesday night. By insisting that private funding be included for a new baseball stadium in Washington, they did the right thing.",
,"Intel acquires chip designers from HP SAN JOSE, Calif. Intel has reached an agreement to hire hundreds of Hewlett-Packard engineers who helped design the Itanium microprocessor.",
,"When Shots Ring Out, a Listening Device Acts as Witness Police agencies around the country may soon be able to equip street corners with microphones and video cameras to fight gun-related crime.",
,"Official: WTO Members Should Reach Accord World Trade Organization members should be able to reach a binding accord to liberalize global commerce in 2006, the European Union #39;s new agriculture chief said Thursday.",
,"HP engineers to join Intel Intel Corp. has agreed to hire the team of Hewlett-Packard Co. engineers that helped design the chip giant #39;s Itanium microprocessors for server computers, both companies said Wednesday.",
,Cropp Not Shaken by MLB #39;s Reaction WASHINGTON - DC Council Chair Linda Cropp isn #39;t shaken by Major League Baseball calling the DC Council #39;s measure requiring 50 percent private financing for a new stadium  quot;wholly unacceptable.,
,Cropp Has Bad Timing The time for Linda Cropp to show the city how tough she is was before Mayor Williams agreed to a deal.,
,"Sportsview: Selig   Co. Hear 'Chin-Music' (AP) AP - Linda Cropp just became my favorite baseball player. The chair of the Washington, D.C., city council doesn't own a uniform, won't ever set foot inside a batter's box, and probably couldn't break an egg if she had to throw it off a mound.",
,"Cropp Wants Deadline Extension  Thomas Boswell: In the coming days, Washington and its disingenuous DC Council must make a simple decision.  Michael Wilbon: Now is not the time for Linda Cropp to show the city how tough she is.",
,"HP drops Itanium development SAN FRANCISCO - Hewlett-Packard Co. (HP) is getting out of the chip-making business. The Palo Alto, California, company on Thursday announced that it reached an agreement with Intel Corp. that would see HP's Itanium processor design team move to Intel in January. The agreement effectively puts an end to the last microprocessor development effort within the company.",
,"Boston sampler Citizens Energy boss Joe Kennedy, like his famous uncle Ted, opposes the huge wind farm proposal in Nantucket Sound, his backyard. But the ""Call Joe-4-Oil"" Kennedy is working hard to also become ""Joe-4-Wind"" elsewhere.",
,"IBM researchers eye 100TB tape drive ALMADEN, CALIFORNIA -- IBM has begun work on new technologies designed to boost the capacity of tape storage devices by 250 times. Using ""nanopatterning"" techniques derived from the company's microprocessor division, researchers say they expect to one day build cartridges that can store as much as 100TB of data.",
,"A Hot Stock at 7 Times Earnings Seaboard, a small agribusiness and transportation company, looks promising.",
,Major League Baseball Notes: DC official pleads for more time WASHINGTON - Washington DC Council chairman Linda Cropp challenged Major League Baseball officials Thursday to extend the deadline for the city to approve a stadium financing package for a few months so the city can find private money to add to the deal.,
,"Our say: District pols strive to lose baseball, embarrass city IF THE District of Columbia were conducting an abstract debate over whether sports stadiums should be built with as much private financing as possible, we #39;d side with DC Council Chairman Linda Cropp.",
pv_placeholder_00000.jpg,Plant image placeholder 0,
pv_placeholder_00001.jpg,Plant image placeholder 1,
pv_placeholder_00002.jpg,Plant image placeholder 2,
pv_placeholder_00003.jpg,Plant image placeholder 3,
pv_placeholder_00004.jpg,Plant image placeholder 4,
pv_placeholder_00005.jpg,Plant image placeholder 5,
pv_placeholder_00006.jpg,Plant image placeholder 6,
pv_placeholder_00007.jpg,Plant image placeholder 7,
pv_placeholder_00008.jpg,Plant image placeholder 8,
pv_placeholder_00009.jpg,Plant image placeholder 9,
pv_placeholder_00010.jpg,Plant image placeholder 10,
pv_placeholder_00011.jpg,Plant image placeholder 11,
pv_placeholder_00012.jpg,Plant image placeholder 12,
pv_placeholder_00013.jpg,Plant image placeholder 13,
pv_placeholder_00014.jpg,Plant image placeholder 14,
pv_placeholder_00015.jpg,Plant image placeholder 15,
pv_placeholder_00016.jpg,Plant image placeholder 16,
pv_placeholder_00017.jpg,Plant image placeholder 17,
pv_placeholder_00018.jpg,Plant image placeholder 18,
pv_placeholder_00019.jpg,Plant image placeholder 19,
pv_placeholder_00020.jpg,Plant image placeholder 20,
pv_placeholder_00021.jpg,Plant image placeholder 21,
pv_placeholder_00022.jpg,Plant image placeholder 22,
pv_placeholder_00023.jpg,Plant image placeholder 23,
pv_placeholder_00024.jpg,Plant image placeholder 24,
pv_placeholder_00025.jpg,Plant image placeholder 25,
pv_placeholder_00026.jpg,Plant image placeholder 26,
pv_placeholder_00027.jpg,Plant image placeholder 27,
pv_placeholder_00028.jpg,Plant image placeholder 28,
pv_placeholder_00029.jpg,Plant image placeholder 29,
pv_placeholder_00030.jpg,Plant image placeholder 30,
pv_placeholder_00031.jpg,Plant image placeholder 31,
pv_placeholder_00032.jpg,Plant image placeholder 32,
pv_placeholder_00033.jpg,Plant image placeholder 33,
pv_placeholder_00034.jpg,Plant image placeholder 34,
pv_placeholder_00035.jpg,Plant image placeholder 35,
pv_placeholder_00036.jpg,Plant image placeholder 36,
pv_placeholder_00037.jpg,Plant image placeholder 37,
pv_placeholder_00038.jpg,Plant image placeholder 38,
pv_placeholder_00039.jpg,Plant image placeholder 39,
pv_placeholder_00040.jpg,Plant image placeholder 40,
pv_placeholder_00041.jpg,Plant image placeholder 41,
pv_placeholder_00042.jpg,Plant image placeholder 42,
pv_placeholder_00043.jpg,Plant image placeholder 43,
pv_placeholder_00044.jpg,Plant image placeholder 44,
pv_placeholder_00045.jpg,Plant image placeholder 45,
pv_placeholder_00046.jpg,Plant image placeholder 46,
pv_placeholder_00047.jpg,Plant image placeholder 47,
pv_placeholder_00048.jpg,Plant image placeholder 48,
pv_placeholder_00049.jpg,Plant image placeholder 49,
pv_placeholder_00050.jpg,Plant image placeholder 50,
pv_placeholder_00051.jpg,Plant image placeholder 51,
pv_placeholder_00052.jpg,Plant image placeholder 52,
pv_placeholder_00053.jpg,Plant image placeholder 53,
pv_placeholder_00054.jpg,Plant image placeholder 54,
pv_placeholder_00055.jpg,Plant image placeholder 55,
pv_placeholder_00056.jpg,Plant image placeholder 56,
pv_placeholder_00057.jpg,Plant image placeholder 57,
pv_placeholder_00058.jpg,Plant image placeholder 58,
pv_placeholder_00059.jpg,Plant image placeholder 59,
pv_placeholder_00060.jpg,Plant image placeholder 60,
pv_placeholder_00061.jpg,Plant image placeholder 61,
pv_placeholder_00062.jpg,Plant image placeholder 62,
pv_placeholder_00063.jpg,Plant image placeholder 63,
pv_placeholder_00064.jpg,Plant image placeholder 64,
pv_placeholder_00065.jpg,Plant image placeholder 65,
pv_placeholder_00066.jpg,Plant image placeholder 66,
pv_placeholder_00067.jpg,Plant image placeholder 67,
pv_placeholder_00068.jpg,Plant image placeholder 68,
pv_placeholder_00069.jpg,Plant image placeholder 69,
pv_placeholder_00070.jpg,Plant image placeholder 70,
pv_placeholder_00071.jpg,Plant image placeholder 71,
pv_placeholder_00072.jpg,Plant image placeholder 72,
pv_placeholder_00073.jpg,Plant image placeholder 73,
pv_placeholder_00074.jpg,Plant image placeholder 74,
pv_placeholder_00075.jpg,Plant image placeholder 75,
pv_placeholder_00076.jpg,Plant image placeholder 76,
pv_placeholder_00077.jpg,Plant image placeholder 77,
pv_placeholder_00078.jpg,Plant image placeholder 78,
pv_placeholder_00079.jpg,Plant image placeholder 79,
pv_placeholder_00080.jpg,Plant image placeholder 80,
pv_placeholder_00081.jpg,Plant image placeholder 81,
pv_placeholder_00082.jpg,Plant image placeholder 82,
pv_placeholder_00083.jpg,Plant image placeholder 83,
pv_placeholder_00084.jpg,Plant image placeholder 84,
pv_placeholder_00085.jpg,Plant image placeholder 85,
pv_placeholder_00086.jpg,Plant image placeholder 86,
pv_placeholder_00087.jpg,Plant image placeholder 87,
pv_placeholder_00088.jpg,Plant image placeholder 88,
pv_placeholder_00089.jpg,Plant image placeholder 89,
pv_placeholder_00090.jpg,Plant image placeholder 90,
pv_placeholder_00091.jpg,Plant image placeholder 91,
pv_placeholder_00092.jpg,Plant image placeholder 92,
pv_placeholder_00093.jpg,Plant image placeholder 93,
pv_placeholder_00094.jpg,Plant image placeholder 94,
pv_placeholder_00095.jpg,Plant image placeholder 95,
pv_placeholder_00096.jpg,Plant image placeholder 96,
pv_placeholder_00097.jpg,Plant image placeholder 97,
pv_placeholder_00098.jpg,Plant image placeholder 98,
pv_placeholder_00099.jpg,Plant image placeholder 99,
pv_placeholder_00100.jpg,Plant image placeholder 100,
pv_placeholder_00101.jpg,Plant image placeholder 101,
pv_placeholder_00102.jpg,Plant image placeholder 102,
pv_placeholder_00103.jpg,Plant image placeholder 103,
pv_placeholder_00104.jpg,Plant image placeholder 104,
pv_placeholder_00105.jpg,Plant image placeholder 105,
pv_placeholder_00106.jpg,Plant image placeholder 106,
pv_placeholder_00107.jpg,Plant image placeholder 107,
pv_placeholder_00108.jpg,Plant image placeholder 108,
pv_placeholder_00109.jpg,Plant image placeholder 109,
pv_placeholder_00110.jpg,Plant image placeholder 110,
pv_placeholder_00111.jpg,Plant image placeholder 111,
pv_placeholder_00112.jpg,Plant image placeholder 112,
pv_placeholder_00113.jpg,Plant image placeholder 113,
pv_placeholder_00114.jpg,Plant image placeholder 114,
pv_placeholder_00115.jpg,Plant image placeholder 115,
pv_placeholder_00116.jpg,Plant image placeholder 116,
pv_placeholder_00117.jpg,Plant image placeholder 117,
pv_placeholder_00118.jpg,Plant image placeholder 118,
pv_placeholder_00119.jpg,Plant image placeholder 119,
pv_placeholder_00120.jpg,Plant image placeholder 120,
pv_placeholder_00121.jpg,Plant image placeholder 121,
pv_placeholder_00122.jpg,Plant image placeholder 122,
pv_placeholder_00123.jpg,Plant image placeholder 123,
pv_placeholder_00124.jpg,Plant image placeholder 124,
pv_placeholder_00125.jpg,Plant image placeholder 125,
pv_placeholder_00126.jpg,Plant image placeholder 126,
pv_placeholder_00127.jpg,Plant image placeholder 127,
pv_placeholder_00128.jpg,Plant image placeholder 128,
pv_placeholder_00129.jpg,Plant image placeholder 129,
pv_placeholder_00130.jpg,Plant image placeholder 130,
pv_placeholder_00131.jpg,Plant image placeholder 131,
pv_placeholder_00132.jpg,Plant image placeholder 132,
pv_placeholder_00133.jpg,Plant image placeholder 133,
pv_placeholder_00134.jpg,Plant image placeholder 134,
pv_placeholder_00135.jpg,Plant image placeholder 135,
pv_placeholder_00136.jpg,Plant image placeholder 136,
pv_placeholder_00137.jpg,Plant image placeholder 137,
pv_placeholder_00138.jpg,Plant image placeholder 138,
pv_placeholder_00139.jpg,Plant image placeholder 139,
pv_placeholder_00140.jpg,Plant image placeholder 140,
pv_placeholder_00141.jpg,Plant image placeholder 141,
pv_placeholder_00142.jpg,Plant image placeholder 142,
pv_placeholder_00143.jpg,Plant image placeholder 143,
pv_placeholder_00144.jpg,Plant image placeholder 144,
pv_placeholder_00145.jpg,Plant image placeholder 145,
pv_placeholder_00146.jpg,Plant image placeholder 146,
pv_placeholder_00147.jpg,Plant image placeholder 147,
pv_placeholder_00148.jpg,Plant image placeholder 148,
pv_placeholder_00149.jpg,Plant image placeholder 149,
pv_placeholder_00150.jpg,Plant image placeholder 150,
pv_placeholder_00151.jpg,Plant image placeholder 151,
pv_placeholder_00152.jpg,Plant image placeholder 152,
pv_placeholder_00153.jpg,Plant image placeholder 153,
pv_placeholder_00154.jpg,Plant image placeholder 154,
pv_placeholder_00155.jpg,Plant image placeholder 155,
pv_placeholder_00156.jpg,Plant image placeholder 156,
pv_placeholder_00157.jpg,Plant image placeholder 157,
pv_placeholder_00158.jpg,Plant image placeholder 158,
pv_placeholder_00159.jpg,Plant image placeholder 159,
pv_placeholder_00160.jpg,Plant image placeholder 160,
pv_placeholder_00161.jpg,Plant image placeholder 161,
pv_placeholder_00162.jpg,Plant image placeholder 162,
pv_placeholder_00163.jpg,Plant image placeholder 163,
pv_placeholder_00164.jpg,Plant image placeholder 164,
pv_placeholder_00165.jpg,Plant image placeholder 165,
pv_placeholder_00166.jpg,Plant image placeholder 166,
pv_placeholder_00167.jpg,Plant image placeholder 167,
pv_placeholder_00168.jpg,Plant image placeholder 168,
pv_placeholder_00169.jpg,Plant image placeholder 169,
pv_placeholder_00170.jpg,Plant image placeholder 170,
pv_placeholder_00171.jpg,Plant image placeholder 171,
pv_placeholder_00172.jpg,Plant image placeholder 172,
pv_placeholder_00173.jpg,Plant image placeholder 173,
pv_placeholder_00174.jpg,Plant image placeholder 174,
pv_placeholder_00175.jpg,Plant image placeholder 175,
pv_placeholder_00176.jpg,Plant image placeholder 176,
pv_placeholder_00177.jpg,Plant image placeholder 177,
pv_placeholder_00178.jpg,Plant image placeholder 178,
pv_placeholder_00179.jpg,Plant image placeholder 179,
pv_placeholder_00180.jpg,Plant image placeholder 180,
pv_placeholder_00181.jpg,Plant image placeholder 181,
pv_placeholder_00182.jpg,Plant image placeholder 182,
pv_placeholder_00183.jpg,Plant image placeholder 183,
pv_placeholder_00184.jpg,Plant image placeholder 184,
pv_placeholder_00185.jpg,Plant image placeholder 185,
pv_placeholder_00186.jpg,Plant image placeholder 186,
pv_placeholder_00187.jpg,Plant image placeholder 187,
pv_placeholder_00188.jpg,Plant image placeholder 188,
pv_placeholder_00189.jpg,Plant image placeholder 189,
pv_placeholder_00190.jpg,Plant image placeholder 190,
pv_placeholder_00191.jpg,Plant image placeholder 191,
pv_placeholder_00192.jpg,Plant image placeholder 192,
pv_placeholder_00193.jpg,Plant image placeholder 193,
pv_placeholder_00194.jpg,Plant image placeholder 194,
pv_placeholder_00195.jpg,Plant image placeholder 195,
pv_placeholder_00196.jpg,Plant image placeholder 196,
pv_placeholder_00197.jpg,Plant image placeholder 197,
pv_placeholder_00198.jpg,Plant image placeholder 198,
pv_placeholder_00199.jpg,Plant image placeholder 199,
pv_placeholder_00200.jpg,Plant image placeholder 200,
pv_placeholder_00201.jpg,Plant image placeholder 201,
pv_placeholder_00202.jpg,Plant image placeholder 202,
pv_placeholder_00203.jpg,Plant image placeholder 203,
pv_placeholder_00204.jpg,Plant image placeholder 204,
pv_placeholder_00205.jpg,Plant image placeholder 205,
pv_placeholder_00206.jpg,Plant image placeholder 206,
pv_placeholder_00207.jpg,Plant image placeholder 207,
pv_placeholder_00208.jpg,Plant image placeholder 208,
pv_placeholder_00209.jpg,Plant image placeholder 209,
pv_placeholder_00210.jpg,Plant image placeholder 210,
